slot, dow, hour, int_demand, ext_demand
738, 6, 19, 39.1911, 711.0823
739, 6, 20, 37.0793, 665.3002
740, 6, 21, 37.6922, 642.4467
741, 6, 22, 39.3904, 595.7517
742, 6, 23, 34.4099, 597.162
743, 7, 0, 39.0867, 657.9466
744, 7, 1, 41.8165, 621.9942
745, 7, 2, 41.4338, 598.7411
746, 7, 3, 40.2683, 582.7355
747, 7, 4, 46.9799, 555.0795
748, 7, 5, 42.0939, 518.312
749, 7, 6, 45.5723, 667.2765
750, 7, 7, 42.6908, 633.1483
751, 7, 8, 38.4879, 681.8536
752, 7, 9, 27.6286, 667.897
753, 7, 10, 11.503, 634.3718
754, 7, 11, 2.7298, 676.8197
755, 7, 12, 4.5433, 674.7371
756, 7, 13, 4.8672, 725.5406
757, 7, 14, 17.239, 806.0965
758, 7, 15, 42.2337, 713.4879
759, 7, 16, 31.7056, 716.1238
760, 7, 17, 36.8112, 709.6219
761, 7, 18, 35.5243, 741.4353
762, 7, 19, 42.3167, 774.2218
763, 7, 20, 42.8513, 640.6778
764, 7, 21, 44.5481, 639.4231
765, 7, 22, 36.4122, 640.7974
766, 7, 23, 35.0363, 682.4667
767, 1, 0, 43.978, 627.9339
768, 1, 1, 45.7012, 600.5873
769, 1, 2, 49.0555, 664.3923
770, 1, 3, 43.9935, 553.9133
771, 1, 4, 47.4341, 660.0078
772, 1, 5, 45.0326, 753.9233
773, 1, 6, 45.5117, 826.328
774, 1, 7, 50.1406, 749.7898
775, 1, 8, 41.6283, 827.3298
776, 1, 9, 35.9447, 717.9924
777, 1, 10, 23.5828, 875.0599
778, 1, 11, 26.7683, 833.8806
779, 1, 12, 24.3039, 707.0737
780, 1, 13, 20.5742, 844.0189
781, 1, 14, 10.7964, 857.8192
782, 1, 15, 28.5276, 652.9132
783, 1, 16, 36.3833, 788.2021
784, 1, 17, 41.9198, 701.2057
785, 1, 18, 48.9515, 816.2527
786, 1, 19, 47.5566, 814.285
787, 1, 20, 44.3218, 841.4893
788, 1, 21, 42.0571, 772.9105
789, 1, 22, 41.8997, 817.0331
790, 1, 23, 42.3759, 698.0107
791, 2, 0, 49.5071, 764.8616
792, 2, 1, 49.4144, 665.0717
793, 2, 2, 53.1154, 914.0623
794, 2, 3, 55.465, 793.9217
795, 2, 4, 54.4324, 755.6752
796, 2, 5, 49.6322, 730.868
797, 2, 6, 49.8489, 727.9169
798, 2, 7, 50.8038, 863.3175
799, 2, 8, 47.2152, 834.6056
800, 2, 9, 38.9912, 819.799
801, 2, 10, 34.0802, 828.5339
802, 2, 11, 24.0336, 894.1467
803, 2, 12, 25.8252, 844.8985
804, 2, 13, 18.6958, 785.9687
805, 2, 14, 16.5994, 856.6894
806, 2, 15, 23.9995, 842.3855
807, 2, 16, 32.9108, 891.4571
808, 2, 17, 41.5591, 892.6299
809, 2, 18, 51.0455, 804.1834
810, 2, 19, 47.7472, 806.4822
811, 2, 20, 43.8764, 931.5488
812, 2, 21, 42.0319, 895.6629
813, 2, 22, 46.9046, 878.2616
814, 2, 23, 47.5858, 750.1369
815, 3, 0, 49.2909, 836.2491
816, 3, 1, 48.6733, 839.5123
817, 3, 2, 51.6031, 829.1065
818, 3, 3, 50.372, 815.9159
819, 3, 4, 50.3335, 897.2074
820, 3, 5, 46.066, 786.6018
821, 3, 6, 51.6878, 917.7994
822, 3, 7, 53.6834, 1060.4238
823, 3, 8, 47.9391, 861.4376
824, 3, 9, 29.0159, 880.9036
825, 3, 10, 24.6705, 825.8964
826, 3, 11, 10.2618, 788.1208
827, 3, 12, 31.1884, 891.4665
